44.6106,177.345,18.0599
150.396,14.0422,16.0090
181.316,54.9972,67.6600
13.2361,16.1411,65.8220
51.8371,71.3859,91.7148
98.8828,182.500,52.6006
72.8103,127.453,109.300
131.274,51.9162,69.7148
182.401,33.0560,41.1146
111.722,176.491,73.0635
95.3624,56.9635,98.3521
14.8629,23.5198,92.8022
142.241,160.530,134.790
161.396,48.3082,182.874
42.5172,144.459,42.4048
120.810,135.584,104.919
172.157,43.2281,82.0614
31.0875,113.617,64.0366
79.4798,80.0925,106.077
28.3358,183.311,79.2614
111.707,45.2772,121.475
108.296,42.4725,36.4488
106.258,135.853,58.2787
165.746,143.462,126.499
51.7072,34.2679,49.6029
41.4611,180.099,187.609
176.390,183.860,83.4838
40.3064,106.599,98.7172
64.4424,55.7568,170.252
68.1296,98.4873,14.9508
21.6033,127.057,161.982
128.462,132.306,134.101
162.676,117.630,174.744
105.734,76.1426,174.341
69.1967,57.4948,188.126
70.7768,74.7830,29.8118
62.0039,186.425,44.8618
115.453,136.109,92.2526
84.1468,14.2685,69.5865
155.123,182.940,135.164
105.063,38.4871,72.8126
36.9968,31.7494,184.458
146.025,50.4879,41.1031
124.254,174.921,124.412
94.9455,184.679,187.390
28.3895,155.738,156.670
163.607,176.262,101.552
75.2250,180.591,38.5997
108.850,52.5520,38.5907
155.610,24.6509,75.1366
78.1881,40.0622,164.124
138.126,48.7456,77.5065
34.2359,186.732,122.501
114.046,12.5053,76.5980
20.7893,39.5339,53.5196
12.4138,29.8730,173.758
116.470,98.7691,113.869
15.7433,30.2973,83.4208
171.685,15.8558,42.4923
174.839,65.9108,139.550
157.486,70.1986,20.5904
47.6181,69.3278,145.063
36.5391,16.3284,57.5603
37.5981,18.9628,174.881
29.5392,84.4906,154.354
59.2153,154.670,47.4834
75.1541,64.1019,156.300
95.7148,151.244,189.060
124.581,122.843,23.9897
48.1632,42.9711,161.645
170.126,146.556,182.194
95.7468,91.5953,27.3325
52.5732,13.6000,54.1640
88.1154,45.4805,57.0161
184.527,131.090,35.8259
29.9245,181.114,44.6275
158.635,180.598,156.465
52.7751,115.148,188.303
87.6226,127.019,58.9733
170.034,92.9956,99.4152
43.5577,106.631,69.3903
19.6581,154.414,41.5224
75.5933,94.2354,182.051
144.905,77.8264,15.9470
53.9100,35.3404,109.962
71.0466,33.5511,29.0201
85.6711,95.3036,175.941
54.2141,154.571,98.7866
104.024,71.4053,31.0711
70.8586,145.342,60.0183
23.6982,107.387,18.5628
175.503,29.5070,10.6734
103.254,15.7671,159.169
98.9611,74.5604,39.8402
35.9419,23.8589,43.0882
46.5391,173.235,40.4242
105.881,27.9616,184.492
88.2389,120.351,89.1738
61.4634,51.2838,22.3030
129.222,159.254,88.6441
64.6097,28.3541,189.428
13.5290,49.5433,28.8425
33.6364,87.2223,175.729
16.7302,99.2403,59.2334
168.315,65.1317,179.768
47.3357,60.0880,188.640
165.006,143.123,18.1799
61.7095,40.2390,176.341
37.7665,145.082,58.5439
79.1759,71.6994,35.0070
146.511,127.623,65.2435
178.026,172.017,157.621
189.811,160.967,18.1815
175.735,112.042,39.3825
37.5985,22.5310,65.3467
163.168,112.067,143.453
182.200,130.331,126.952
111.965,140.847,139.439
154.215,129.703,111.240
121.102,36.8590,114.696
115.463,157.013,99.4112
173.067,48.2287,188.988
67.5310,135.786,125.068
135.985,21.1665,95.6145
92.6653,113.439,158.358
35.7821,67.6288,16.0241
33.7280,122.584,188.867
113.379,155.052,180.773
83.3307,181.244,118.036
148.250,156.716,46.1552
115.837,23.7134,53.8243
122.175,20.8107,12.2906
84.5878,182.921,157.839
61.8094,35.1601,45.4329
115.087,31.8075,180.681
17.5364,115.617,72.8728
126.586,41.3647,187.319
40.7410,164.587,46.9331
103.209,142.195,158.591
178.813,52.5886,50.6822
91.7609,32.1338,120.647
158.185,64.7837,132.260
142.761,178.275,64.2764
172.233,17.4692,54.1588
73.6264,24.3497,157.189
108.823,165.741,73.7401
150.438,152.320,87.3205
89.2980,150.027,169.406
51.9117,120.021,161.049
181.250,61.5531,131.021
178.715,155.722,27.9567
82.3787,108.412,157.698
23.0625,60.2361,172.225
118.219,137.151,68.2075
160.003,128.923,180.185
115.145,63.2891,98.1376
10.4026,142.976,151.805
81.2227,41.6778,188.627
45.1774,50.3914,63.5669
150.373,162.748,36.3637
33.8303,24.5007,159.368
52.7301,32.5972,75.6129
127.817,122.889,43.9279
16.4850,164.422,120.189
92.7396,29.7161,150.063
61.8103,156.216,66.4370
10.6883,185.658,166.432
189.005,115.867,182.188
86.4019,66.8538,117.553
94.1619,33.1879,25.3131
103.192,135.284,123.462
43.9705,66.3021,58.7033
141.486,47.8023,22.8465
50.8307,77.8406,29.2874
174.126,109.848,177.898
34.3613,36.8910,43.1782
108.995,151.529,26.3747
109.971,150.512,91.6106
62.6656,63.4944,69.2933
147.161,165.708,81.9311
165.519,141.039,40.4053
15.0355,91.3261,68.9934
171.016,134.850,160.460
101.417,144.855,93.7391
62.4412,115.217,57.0108
148.850,63.3513,45.6776
142.612,40.9397,93.5970
144.806,21.9921,75.7895
60.8595,111.378,110.592
119.028,80.1294,172.630
31.7943,171.523,188.878
115.177,119.895,26.1448
47.4087,167.804,76.9840
185.936,173.124,34.9393
186.085,110.172,44.7527
156.385,29.6589,61.4337
56.9915,127.200,34.4349
130.086,86.4082,97.2104
117.365,179.378,28.2756
105.652,97.4478,32.6943
87.7806,129.163,69.9674
52.2912,89.8491,88.2616
70.2573,147.783,131.385
74.6511,173.687,30.0051
40.7226,47.6160,150.967
62.9300,37.7521,18.4029
188.154,41.0877,16.2888
10.3178,10.9586,158.467
38.3798,159.588,137.063
11.0542,170.443,62.8812
147.039,58.0399,161.750
156.409,85.3924,135.808
134.762,19.8197,10.2575
92.7483,142.508,183.094
26.7630,111.822,41.5683
65.4904,185.463,110.618
31.9271,152.694,16.8584
177.873,153.664,50.5542
64.9296,62.4988,91.6212
51.0758,139.992,123.530
112.692,141.020,160.207
142.012,100.052,47.0308
85.4087,147.271,18.5111
50.6377,179.086,75.2569
149.765,10.9650,27.9616
122.254,154.119,125.051
123.265,52.3361,101.470
148.608,20.3005,23.5435
41.2628,132.929,13.8194
151.585,48.7528,27.3569
134.925,32.7022,95.7207
75.4021,62.6044,24.1806
180.014,136.800,56.7285
10.5996,22.2342,163.562
24.1152,57.7462,76.9156
38.9785,10.0978,18.5153
21.9585,117.967,81.1098
147.778,17.4610,102.622
181.177,137.940,166.263
86.9503,159.553,176.196
53.5345,33.6860,25.1339
26.6042,14.9860,176.430
101.279,34.1410,63.1393
88.3766,19.4179,106.838
14.3798,187.521,30.5259
173.300,107.373,26.5469
84.0055,119.304,158.175
170.218,23.4630,156.347
92.0167,69.5428,11.9599
86.5851,138.826,171.129
157.427,114.755,81.7110
173.546,63.2749,68.8015
160.656,157.328,59.4712
